59062935	Naresj Patel	Ontario	Ontario	Corporate
40615970	Vivek Grady	Ontario	Ontario	Home Office
101078507	Neil French	Saskachewan	Prarie	Corporate
39049481	Juliana Krohn	British Columbia	West	Corporate
38038963	Greg Matthias	British Columbia	West	Home Office
60181220	Phillip Flathmann	Manitoba	Prarie	Small Business
96145776	John Huston	Saskachewan	Prarie	Consumer
92369283	Trudy Bell	Alberta	West	Consumer
39306812	Joel Jenkins	Manitoba	Prarie	Corporate
10374472	Nora Paige	Yukon	Yukon	Small Business
51874025	Eleni McCrary	Nova Scotia	Atlantic	Corporate
91811409	Ritsa Hightower	Ontario	Ontario	Corporate
90514203	Edward Nazzal	Ontario	Ontario	Home Office
97428330	Harold Engle	Prince Edward Island	Atlantic	Home Office
55283064	Sarah Foster	Ontario	Ontario	Corporate
33980383	Joni Sundaresam	Ontario	Ontario	Home Office
24088027	Shahid Hopkins	British Columbia	West	Small Business
20071951	Candace McMahon	Ontario	Ontario	Corporate
50179492	Brad Norvell	Manitoba	Prarie	Corporate
61616872	Fred McMath	Nova Scotia	Atlantic	Small Business
21703579	Henia Zydlo	Manitoba	Prarie	Home Office
28130934	Maxwell Schwartz	Saskachewan	Prarie	Corporate
66378277	Edward Becker	Ontario	Ontario	Home Office
16627071	Harold Dahlen	British Columbia	West	Corporate
102252318	Kean Nguyen	Ontario	Ontario	Corporate
30354681	Alan Barnes	Northwest Territories	Northwest Territories	Corporate
21462074	Victoria Pisteka	Alberta	West	Corporate
41989638	Victoria Pisteka	British Columbia	West	Corporate
26995184	Erica Bern	Prince Edward Island	Atlantic	Corporate
31594679	Allen Rosenblatt	Nunavut	Nunavut	Small Business
3704525	Ellis Ballard	Quebec	Quebec	Corporate
20705818	Anemone Ratner	New Brunswick	Atlantic	Small Business
81843446	John Murray	Alberta	West	Small Business
43018738	Beth Fritzler	Saskachewan	Prarie	Small Business
108626146	Pamela Stobb	Quebec	Quebec	Consumer
98185921	Greg Hansen	Saskachewan	Prarie	Home Office
17767864	Mathew Reese	Quebec	Quebec	Small Business
21909421	Ed Braxton	Manitoba	Prarie	Home Office
26421512	Valerie Takahito	Saskachewan	Prarie	Consumer
73966703	Linda Southworth	Manitoba	Prarie	Consumer
79755549	Toby Swindell	Saskachewan	Prarie	Small Business
9043071	Rick Wilson	Alberta	West	Corporate
60345992	Barry French	Nunavut	Nunavut	Consumer
73316576	Lindsay Shagiari	Ontario	Ontario	Home Office
95284420	Cathy Armstrong	British Columbia	West	Consumer
72906222	Tracy Hopkins	British Columbia	West	Small Business
74518551	Helen Andreada	Manitoba	Prarie	Corporate
104516246	Olvera Toch	Ontario	Ontario	Home Office
104598944	Paul MacIntyre	Nova Scotia	Atlantic	Corporate
101777049	Darrin Van Huff	Saskachewan	Prarie	Home Office
12392564	Troy Blackwell	Ontario	Ontario	Home Office
103724988	Brenda Bowman	Quebec	Quebec	Small Business
100099945	Ed Ludwig	Ontario	Ontario	Consumer
4221093	Patrick Ryan	Saskachewan	Prarie	Corporate
72489079	Denise Monton	Saskachewan	Prarie	Home Office
101656918	Craig Carroll	Alberta	West	Corporate
14548487	Guy Armstrong	Prince Edward Island	Atlantic	Corporate
27242353	Carl Weiss	Saskachewan	Prarie	Consumer
31379257	Joseph Airdo	Manitoba	Prarie	Consumer
90097133	Randy Bradley	Saskachewan	Prarie	Small Business
8230900	Thais Sissman	Manitoba	Prarie	Small Business
36349541	Dorothy Wardle	Nunavut	Nunavut	Corporate
93429106	Julia West	Northwest Territories	Northwest Territories	Small Business
19890992	Stephanie Phelps	Alberta	West	Consumer
18293658	Karen Carlisle	British Columbia	West	Home Office
60636010	Roy Phan	Alberta	West	Corporate
56352213	Pauline Chand	Ontario	Ontario	Corporate
71604925	Brad Eason	Ontario	Ontario	Small Business
13884388	Thomas Boland	Ontario	Ontario	Corporate
85518221	Liz Pelletier	Saskachewan	Prarie	Home Office
77579377	Berenike Kampe	Nova Scotia	Atlantic	Corporate
72058336	Roy Skaria	British Columbia	West	Corporate
15023876	Dennis Pardue	Saskachewan	Prarie	Small Business
67135124	Pamela Coakley	Ontario	Ontario	Corporate
90365410	Arthur Gainer	Quebec	Quebec	Corporate
100684577	Maria Zettner	Alberta	West	Corporate
20700273	Ionia McGrath	New Brunswick	Atlantic	Small Business
65938413	George Bell	Ontario	Ontario	Corporate
51065809	Larry Tron	Alberta	West	Home Office
90627719	Gary McGarr	Manitoba	Prarie	Home Office
59440797	Nicole Brennan	Yukon	Yukon	Consumer
88815489	Luke Weiss	British Columbia	West	Corporate
79337791	Brad Thomas	Yukon	Yukon	Home Office
73805224	Chloris Kastensmidt	Alberta	West	Consumer
38797703	Rick Wilson	Saskachewan	Prarie	Corporate
32775334	Cari MacIntyre	Ontario	Ontario	Corporate
33888882	Alice McCarthy	Alberta	West	Corporate
65676679	Ben Peterman	Quebec	Quebec	Corporate
75234630	Lisa Hazard	Alberta	West	Home Office
100100202	Brad Norvell	Nova Scotia	Atlantic	Corporate
65181272	Rob Haberlin	British Columbia	West	Corporate
66496454	Paul Knutson	Quebec	Quebec	Corporate
75322156	Anne Pryor	Quebec	Quebec	Consumer
45168399	Matt Collins	British Columbia	West	Consumer
47273840	Ralph Knight	Northwest Territories	Northwest Territories	Consumer
48760545	Cynthia Arntzen	Ontario	Ontario	Small Business
55650115	Jason Fortune	Alberta	West	Corporate
23674656	Alan Schoenberger	Ontario	Ontario	Corporate
76519514	Anemone Ratner	Ontario	Ontario	Small Business
82445538	Darren Budd	Ontario	Ontario	Home Office
95816282	Christopher Schild	Prince Edward Island	Atlantic	Corporate
36773200	Elizabeth Moffitt	Nova Scotia	Atlantic	Consumer
18716501	Aleksandra Gannaway	Yukon	Yukon	Corporate
64043844	Justin Hirsh	Nova Scotia	Atlantic	Consumer
76162149	Sandra Glassco	Ontario	Ontario	Home Office
23988283	Neil French	Saskachewan	Prarie	Consumer
19984778	Georgia Rosenberg	New Brunswick	Atlantic	Consumer
48698759	Allen Golden	Ontario	Ontario	Consumer
50111887	Ruben Dartt	Alberta	West	Corporate
38984610	Ted Butterfield	Quebec	Quebec	Corporate
57347993	Todd Boyes	Ontario	Ontario	Small Business
61555104	Jack O'Briant	Saskachewan	Prarie	Small Business
56512681	Dave Kipp	Yukon	Yukon	Consumer
75226845	Maureen Fritzler	Ontario	Ontario	Corporate
26405324	Dan Campbell	Newfoundland	Atlantic	Corporate
102101268	Valerie Takahito	Manitoba	Prarie	Consumer
74757853	Ken Dana	Alberta	West	Corporate
6794165	Shirley Daniels	Quebec	Quebec	Corporate
12671287	Darren Budd	Ontario	Ontario	Consumer
19360668	Parhena Norris	Manitoba	Prarie	Home Office
31028836	George Ashbrook	Ontario	Ontario	Small Business
75768983	Brian Stugart	Ontario	Ontario	Consumer
51940252	Guy Armstrong	Manitoba	Prarie	Corporate
97257760	Alejandro Ballentine	Alberta	West	Small Business
99434135	Cindy Stewart	Yukon	Yukon	Corporate
15571411	Arianne Irving	Saskachewan	Prarie	Corporate
38191421	Neil Ducich	Manitoba	Prarie	Home Office
3285755	Brendan Murry	British Columbia	West	Corporate
94892175	Corey Lock	British Columbia	West	Home Office
98258765	Bobby Trafton	British Columbia	West	Corporate
77512636	Eric Murdock	Newfoundland	Atlantic	Home Office
84624337	Frank Atkinson	Prince Edward Island	Atlantic	Corporate
17005974	Nora Paige	Nova Scotia	Atlantic	Small Business
30521001	Anthony Rawles	British Columbia	West	Small Business
77418915	Jennifer Braxton	Prince Edward Island	Atlantic	Small Business
61746358	Pete Armstrong	Ontario	Ontario	Consumer
46998039	Thomas Brumley	British Columbia	West	Consumer
72691604	MaryBeth Skach	Saskachewan	Prarie	Home Office
69981415	Luke Schmidt	Saskachewan	Prarie	Home Office
75540073	Craig Yedwab	Nova Scotia	Atlantic	Corporate
10407796	Charles Crestani	Yukon	Yukon	Consumer
34141840	Dan Lawera	Ontario	Ontario	Corporate
10136898	James Lanier	Ontario	Ontario	Corporate
101822304	Susan Vittorini	Ontario	Ontario	Home Office
97588200	Deanra Eno	New Brunswick	Atlantic	Corporate
57153957	Jack O'Briant	Nova Scotia	Atlantic	Small Business
103235308	Sylvia Foulston	Northwest Territories	Northwest Territories	Corporate
6767935	Julia Dunbar	Saskachewan	Prarie	Consumer
33681614	Michael Chen	Quebec	Quebec	Consumer
61395005	John Castell	Ontario	Ontario	Consumer
34697007	Helen Wasserman	Quebec	Quebec	Home Office
34495598	Cynthia Delaney	British Columbia	West	Corporate
72728792	Becky Martin	Nova Scotia	Atlantic	Home Office
43122374	John Lucas	Ontario	Ontario	Small Business
72112650	Cynthia Delaney	Quebec	Quebec	Corporate
102008024	Frank Merwin	Alberta	West	Consumer
89600502	Greg Matthias	British Columbia	West	Small Business
24223712	Delfina Latchford	Northwest Territories	Northwest Territories	Small Business
35183561	Erica Hernandez	Quebec	Quebec	Small Business
19544810	Mike Vittorini	Nova Scotia	Atlantic	Small Business
96628821	Resi Polking	Alberta	West	Small Business
23795937	Alan Hwang	Ontario	Ontario	Corporate
21396956	Richard Bierner	New Brunswick	Atlantic	Small Business
56266301	Jim Mitchum	Ontario	Ontario	Consumer
11286401	Anna Gayman	Ontario	Ontario	Corporate
100022088	Dean Percer	Quebec	Quebec	Consumer
11934383	Carlos Soltero	Prince Edward Island	Atlantic	Consumer
51054401	Khloe Miller	British Columbia	West	Corporate
68223869	Beth Paige	Nunavut	Nunavut	Consumer
25540872	Karen Seio	New Brunswick	Atlantic	Consumer
9725401	Laurel Elliston	New Brunswick	Atlantic	Corporate
17328667	Brosina Hoffman	Saskachewan	Prarie	Consumer
24207664	Ellis Ballard	Yukon	Yukon	Corporate
67539279	Adam Hart	Yukon	Yukon	Corporate
79235541	Paul Lucas	Yukon	Yukon	Corporate
28382862	Shahid Shariari	British Columbia	West	Consumer
78769548	Anne Pryor	Quebec	Quebec	Home Office
93726727	Nat Gilpin	Ontario	Ontario	Consumer
16060471	Kelly Collister	Saskachewan	Prarie	Consumer
39916227	Sally Knutson	British Columbia	West	Consumer
46365602	Yana Sorensen	British Columbia	West	Corporate
63210192	Barbara Fisher	British Columbia	West	Small Business
91844273	Christine Phan	Ontario	Ontario	Small Business
20566789	Ralph Kennedy	British Columbia	West	Corporate
21047871	Jennifer Patt	Yukon	Yukon	Home Office
13226561	Nick Zandusky	Saskachewan	Prarie	Small Business
17332515	Jim Radford	Northwest Territories	Northwest Territories	Corporate
103284166	Cari Schnelling	Northwest Territories	Northwest Territories	Home Office
36255546	Keith Dawkins	Manitoba	Prarie	Home Office
40571381	Don Weiss	Ontario	Ontario	Corporate
91610897	Barry Franz	Ontario	Ontario	Corporate
43644616	Doug Jacobs	Quebec	Quebec	Home Office
81275177	Sean O'Donnell	Ontario	Ontario	Corporate
28609672	Thea Hudgings	Manitoba	Prarie	Consumer
5044115	Steve Nguyen	Ontario	Ontario	Small Business
56068175	Shirley Jackson	Yukon	Yukon	Corporate
96063089	Rick Wilson	Saskachewan	Prarie	Consumer
31406507	Brian Stugart	Nova Scotia	Atlantic	Corporate
55417339	Elpida Rittenbach	Nova Scotia	Atlantic	Consumer
14111599	Cathy Armstrong	Nova Scotia	Atlantic	Consumer
12859907	Denny Ordway	Yukon	Yukon	Small Business
54579533	Alex Grayson	Quebec	Quebec	Consumer
7345328	Tracy Collins	New Brunswick	Atlantic	Consumer
50378986	Michelle Lonsdale	Northwest Territories	Northwest Territories	Home Office
61795149	Ann Steele	Alberta	West	Corporate
9479478	Alan Hwang	New Brunswick	Atlantic	Small Business
58189342	Jonathan Doherty	Saskachewan	Prarie	Corporate
85401643	Noel Staavos	Ontario	Ontario	Home Office
29419345	Ed Jacobs	Yukon	Yukon	Small Business
92103421	Deirdre Greer	Quebec	Quebec	Home Office
58951505	Chris Selesnick	Ontario	Ontario	Home Office
88328172	Guy Phonely	Ontario	Ontario	Corporate
3863253	Steve Nguyen	Ontario	Ontario	Consumer
80699720	Harold Dahlen	Quebec	Quebec	Corporate
67569954	Joy Daniels	Manitoba	Prarie	Corporate
104503994	Laurel Beltran	Saskachewan	Prarie	Consumer
5130941	Clay Cheatham	Alberta	West	Small Business
86967557	Kelly Andreada	Saskachewan	Prarie	Home Office
15369322	Dave Poirier	Yukon	Yukon	Small Business
96421847	Harold Pawlan	Ontario	Ontario	Small Business
27976227	Liz Willingham	Ontario	Ontario	Home Office
41308400	Dean Percer	Nova Scotia	Atlantic	Home Office
45914050	Noel Staavos	Nova Scotia	Atlantic	Home Office
44297353	Anthony Garverick	Saskachewan	Prarie	Small Business
31509023	Raymond Fair	British Columbia	West	Small Business
83693488	Natalie Webber	Manitoba	Prarie	Consumer
59235527	Alan Shonely	Quebec	Quebec	Small Business
99518139	Tamara Willingham	Yukon	Yukon	Corporate
101792006	William Brown	Saskachewan	Prarie	Corporate
22470862	Neoma Murray	Saskachewan	Prarie	Small Business
99084990	Roy French	Ontario	Ontario	Consumer
39086044	Alex Avila	British Columbia	West	Home Office
34288922	Tom Ashbrook	British Columbia	West	Home Office
55790716	Alan Haines	Quebec	Quebec	Consumer
32156526	Natalie Webber	British Columbia	West	Corporate
47872917	Rob Dowd	British Columbia	West	Corporate
57407328	Stuart Calhoun	Ontario	Ontario	Consumer
14517596	Nona Balk	New Brunswick	Atlantic	Corporate
70910022	Roy Phan	Alberta	West	Consumer
38326802	Jennifer Jackson	Saskachewan	Prarie	Home Office
25873692	Alejandro Grove	Ontario	Ontario	Consumer
82471832	Katharine Harms	Alberta	West	Consumer
50857062	Adam Hart	British Columbia	West	Corporate
88925672	Adrian Shami	Alberta	West	Consumer
34113194	Joni Wasserman	Yukon	Yukon	Consumer
65762504	Erica Smith	Alberta	West	Small Business
57944229	Jenna Caffey	Ontario	Ontario	Consumer
83750888	George Ashbrook	Ontario	Ontario	Consumer
95577022	Carol Triggs	Quebec	Quebec	Home Office
8387950	Bobby Trafton	Nova Scotia	Atlantic	Small Business
92656557	Logan Haushalter	Quebec	Quebec	Corporate
25750022	Maribeth Yedwab	Saskachewan	Prarie	Home Office
93474875	Russell Applegate	Manitoba	Prarie	Home Office
73939563	Duane Benoit	Ontario	Ontario	Home Office
77243589	Bill Eplett	Quebec	Quebec	Corporate
13719044	Charles Crestani	British Columbia	West	Consumer
19346760	Nicole Brennan	Yukon	Yukon	Home Office
64626802	Shui Tom	Alberta	West	Consumer
58681809	Dave Poirier	Ontario	Ontario	Small Business
79221218	Joseph Airdo	Ontario	Ontario	Consumer
101188741	Irene Maddox	British Columbia	West	Consumer
55426523	Alan Dominguez	Alberta	West	Corporate
11826026	Mark Packer	Quebec	Quebec	Small Business
87466123	Scott Cohen	Quebec	Quebec	Consumer
57987295	Paul Prost	Saskachewan	Prarie	Corporate
55098417	Sample Company A	Alberta	West	Home Office
45316579	Ruben Ausman	Ontario	Ontario	Corporate
4569162	Jim Kriz	Ontario	Ontario	Consumer
86285514	Maria Zettner	Ontario	Ontario	Corporate
28773850	John Castell	Ontario	Ontario	Small Business
37499275	Sanjit Chand	British Columbia	West	Home Office
103048242	Erin Creighton	Ontario	Ontario	Corporate
15879065	Julie Creighton	British Columbia	West	Corporate
98822841	Sheri Gordon	Manitoba	Prarie	Corporate
96392681	Jane Waco	Ontario	Ontario	Corporate
76497937	Patrick O'Brill	Nova Scotia	Atlantic	Home Office
87932728	Shahid Shariari	British Columbia	West	Corporate
12674110	Sarah Brown	Alberta	West	Consumer
74945261	Jim Sink	Ontario	Ontario	Corporate
83020097	Art Foster	British Columbia	West	Home Office
36785821	Linda Cazamias	Ontario	Ontario	Corporate
79423257	Patrick Jones	New Brunswick	Atlantic	Home Office
31343539	Christopher Conant	Alberta	West	Home Office
50955308	Tom Stivers	Quebec	Quebec	Corporate
23649246	Sandra Flanagan	Ontario	Ontario	Home Office
12346524	Arthur Wiediger	Ontario	Ontario	Corporate
97492463	Nat Carroll	Ontario	Ontario	Home Office
93141025	Sonia Sunley	British Columbia	West	Small Business
33385671	Todd Boyes	Ontario	Ontario	Consumer
37846168	Ashley Jarboe	Yukon	Yukon	Small Business
74780468	Sung Pak	Alberta	West	Small Business
30491084	Lena Cacioppo	British Columbia	West	Home Office
13314221	Toby Knight	Manitoba	Prarie	Corporate
76978560	Roland Fjeld	British Columbia	West	Corporate
34201014	Ricardo Block	Alberta	West	Corporate
49260132	Quincy Jones	Alberta	West	Small Business
60083352	Justin MacKendrick	Quebec	Quebec	Corporate
97344739	Rob Haberlin	British Columbia	West	Consumer
54628732	Erin Ashbrook	Ontario	Ontario	Consumer
31290794	Darren Budd	Ontario	Ontario	Corporate
15087878	Jonathan Howell	Ontario	Ontario	Consumer
49978976	Ann Chong	Northwest Territories	Northwest Territories	Corporate
6745542	Karen Carlisle	Yukon	Yukon	Corporate
55611186	Janet Martin	Yukon	Yukon	Corporate
97965401	Mick Crebagga	Manitoba	Prarie	Corporate
9630170	Ryan Akin	Ontario	Ontario	Consumer
101147911	Frank Olsen	Alberta	West	Small Business
102118415	Barry Gonzalez	Quebec	Quebec	Small Business
22879750	Bart Pistole	Quebec	Quebec	Consumer
104482978	Luke Foster	Yukon	Yukon	Corporate
13485144	Annie Cyprus	Northwest Territories	Northwest Territories	Home Office
7871269	Becky Castell	Ontario	Ontario	Consumer
74002740	Saphhira Shifley	Saskachewan	Prarie	Consumer
84895139	Sarah Bern	Nova Scotia	Atlantic	Corporate
70937265	Toby Carlisle	Saskachewan	Prarie	Home Office
92512595	Christina Vanderzanden	British Columbia	West	Small Business
70401594	Tracy Poddar	Nova Scotia	Atlantic	Corporate
46187622	Fred Wasserman	Northwest Territories	Northwest Territories	Home Office
20066882	Chris Cortes	Newfoundland	Atlantic	Consumer
46184923	Heather Kirkland	Northwest Territories	Northwest Territories	Home Office
106488141	Andy Gerbode	Saskachewan	Prarie	Consumer
98758480	Sally Hughsby	Ontario	Ontario	Consumer
13698768	Frank Price	Northwest Territories	Northwest Territories	Corporate
3722643	Michael Kennedy	Nova Scotia	Atlantic	Corporate
64444841	Becky Pak	Alberta	West	Corporate
46376110	Julia Dunbar	Manitoba	Prarie	Consumer
54678268	Harry Marie	Ontario	Ontario	Consumer
10406639	Nick Crebassa	Saskachewan	Prarie	Corporate
85718014	Beth Thompson	Ontario	Ontario	Corporate
82362036	Eva Jacobs	Ontario	Ontario	Home Office
74076626	Ionia McGrath	New Brunswick	Atlantic	Home Office
76055280	Doug Jacobs	Nova Scotia	Atlantic	Home Office
41053630	Benjamin Patterson	Yukon	Yukon	Corporate
65797980	Jack O'Briant	Saskachewan	Prarie	Home Office
64790573	Jack Lebron	Prince Edward Island	Atlantic	Corporate
40500528	Philip Fox	Ontario	Ontario	Home Office
36996940	Kean Nguyen	Ontario	Ontario	Small Business
42941089	Don Jones	Northwest Territories	Northwest Territories	Corporate
80369893	Jill Stevenson	Manitoba	Prarie	Consumer
66982166	Nathan Mautz	New Brunswick	Atlantic	Home Office
90386354	Tom Boeckenhauer	Alberta	West	Corporate
106390011	Marc Harrigan	Nova Scotia	Atlantic	Home Office
9569456	Karl Brown	Yukon	Yukon	Corporate
13226298	Noah Childs	Ontario	Ontario	Home Office
64928711	Saphhira Shifley	Saskachewan	Prarie	Corporate
27586976	Katherine Ducich	Manitoba	Prarie	Corporate
52483004	Katrina Bavinger	Manitoba	Prarie	Consumer
29592089	Bruce Degenhardt	Ontario	Ontario	Home Office
68926150	Mark Cousins	British Columbia	West	Corporate
89205766	Maya Herman	Saskachewan	Prarie	Corporate
85555346	Vivian Mathis	Quebec	Quebec	Home Office
33272196	Melanie Page	Ontario	Ontario	Corporate
10181449	Carlos Daly	Northwest Territories	Northwest Territories	Corporate
10766748	Gary Zandusky	Ontario	Ontario	Home Office
77040900	Beth Paige	Northwest Territories	Northwest Territories	Consumer
31869933	Valerie Mitchum	Quebec	Quebec	Home Office
99590471	Nathan Cano	Nova Scotia	Atlantic	Consumer
56549626	Michelle Moray	Saskachewan	Prarie	Corporate
29527556	Theresa Swint	Quebec	Quebec	Small Business
50764704	Vicky Freymann	Nova Scotia	Atlantic	Home Office
33932452	Brian Moss	Manitoba	Prarie	Corporate
97449295	Jim Karlsson	Alberta	West	Small Business
31467554	Pauline Chand	Ontario	Ontario	Small Business
12373493	Aleksandra Gannaway	Saskachewan	Prarie	Corporate
56055651	Anna Chung	Yukon	Yukon	Home Office
107067931	Sarah Brown	Quebec	Quebec	Consumer
38732068	Sue Ann Reed	Manitoba	Prarie	Consumer
28931462	Joni Blumstein	Ontario	Ontario	Consumer
14751244	Nora Pelletier	Manitoba	Prarie	Corporate
39350213	Carlos Soltero	Manitoba	Prarie	Small Business
83933572	Jay Fine	British Columbia	West	Consumer
100130172	Todd Sumrall	Ontario	Ontario	Consumer
45307458	Meg O'Connel	Ontario	Ontario	Small Business
76482154	Bobby Odegard	Alberta	West	Corporate
90771128	Gene Hale	Nova Scotia	Atlantic	Consumer
54172200	Bruce Degenhardt	Yukon	Yukon	Home Office
88555704	Lena Creighton	Ontario	Ontario	Home Office
16907084	Michelle Arnett	British Columbia	West	Home Office
47862852	Scot Coram	Ontario	Ontario	Corporate
11137069	Dean Percer	New Brunswick	Atlantic	Home Office
42168628	Clay Rozendal	Northwest Territories	Northwest Territories	Corporate
91889558	Jeremy Pistek	British Columbia	West	Corporate
88611817	Tanja Norvell	Manitoba	Prarie	Consumer
55827442	Allen Rosenblatt	Northwest Territories	Northwest Territories	Small Business
71376437	Damala Kotsonis	Nova Scotia	Atlantic	Corporate
23074221	Craig Leslie	Alberta	West	Consumer
18074009	Thais Sissman	Manitoba	Prarie	Corporate
67516943	Julia Dunbar	Alberta	West	Consumer
80357374	David Philippe	Nova Scotia	Atlantic	Consumer
79432579	Joel Eaton	Saskachewan	Prarie	Home Office
76457359	Darren Powers	Ontario	Ontario	Corporate
51909216	Grant Carroll	Ontario	Ontario	Small Business
28488718	Greg Tran	Quebec	Quebec	Home Office
19748793	Nora Price	New Brunswick	Atlantic	Small Business
49508194	Rose O'Brian	Ontario	Ontario	Home Office
838250	Sally Matthias	Manitoba	Prarie	Home Office
81638890	Dianna Arnett	Quebec	Quebec	Home Office
35278592	Brendan Murry	Nova Scotia	Atlantic	Corporate
93537500	Michelle Tran	Quebec	Quebec	Corporate
2378178	Trudy Bell	Yukon	Yukon	Consumer
12841867	Russell D'Ascenzo	Manitoba	Prarie	Consumer
7838724	Bryan Spruell	Yukon	Yukon	Home Office
46667676	Carol Darley	British Columbia	West	Home Office
8368712	Craig Molinari	Manitoba	Prarie	Small Business
9969848	Barry Gonzalez	Quebec	Quebec	Consumer
20332788	Astrea Jones	Nova Scotia	Atlantic	Corporate
16737262	Alex Avila	British Columbia	West	Corporate
65395856	Randy Ferguson	Saskachewan	Prarie	Corporate
25362542	Catherine Glotzbach	Alberta	West	Home Office
100815423	Stewart Visinsky	Quebec	Quebec	Corporate
91345374	Bryan Mills	Northwest Territories	Northwest Territories	Small Business
49413655	David Smith	Ontario	Ontario	Small Business
4067436	Damala Kotsonis	British Columbia	West	Corporate
11726321	Kristen Hastings	Saskachewan	Prarie	Corporate
93685062	Joni Wasserman	Quebec	Quebec	Consumer
59694432	Darren Koutras	Alberta	West	Consumer
13158064	Sean Miller	Ontario	Ontario	Small Business
28395632	Andrew Allen	British Columbia	West	Corporate
40482968	Chuck Clark	Alberta	West	Corporate
97155515	Roy French	Prince Edward Island	Atlantic	Consumer
31001244	Shirley Schmidt	Quebec	Quebec	Corporate
51000782	Duane Noonan	British Columbia	West	Corporate
73429118	Carl Jackson	Northwest Territories	Northwest Territories	Home Office
94808461	Robert Marley	Ontario	Ontario	Corporate
81690820	Susan Gilcrest	Saskachewan	Prarie	Home Office
102737308	Irene Maddox	Manitoba	Prarie	Consumer
12932634	Ryan Crowe	Manitoba	Prarie	Small Business
94803589	Vicky Freymann	British Columbia	West	Home Office
85106157	Harold Dahlen	Saskachewan	Prarie	Consumer
55895790	Justin Knight	British Columbia	West	Corporate
82597127	Sharelle Roach	Alberta	West	Home Office
23784011	Jill Matthias	Yukon	Yukon	Consumer
24098604	Ashley Jarboe	Yukon	Yukon	Home Office
39020168	Magdelene Morse	Ontario	Ontario	Home Office
38551290	Ken Lonsdale	British Columbia	West	Consumer
75858772	Craig Leslie	Saskachewan	Prarie	Consumer
18517094	John Lucas	Ontario	Ontario	Corporate
81380802	Victoria Brennan	Alberta	West	Small Business
25602747	Lauren Leatherbury	British Columbia	West	Corporate
107838267	Sibella Parks	Alberta	West	Small Business
80187376	Carlos Meador	Quebec	Quebec	Corporate
18657017	Alyssa Tate	Nova Scotia	Atlantic	Small Business
4502342	Steve Carroll	Manitoba	Prarie	Consumer
94848024	Jason Klamczynski	Quebec	Quebec	Small Business
35678860	Tony Sayre	Alberta	West	Small Business
67912275	Dorothy Wardle	Northwest Territories	Northwest Territories	Corporate
19652929	Astrea Jones	Quebec	Quebec	Corporate
61503030	Mark Cousins	Ontario	Ontario	Corporate
57813441	Logan Haushalter	Manitoba	Prarie	Corporate
75793638	Fred Hopkins	Ontario	Ontario	Home Office
70928312	Mitch Gastineau	Alberta	West	Small Business
67636836	Sally Matthias	Nova Scotia	Atlantic	Home Office
24082624	Victor Price	Manitoba	Prarie	Consumer
58915465	Mitch Willingham	Saskachewan	Prarie	Corporate
69306501	Dianna Vittorini	Yukon	Yukon	Corporate
60402655	Lindsay Williams	Manitoba	Prarie	Corporate
